startTime,serie,words,eventType,sessionId
2025-05-27 12:49:20.364000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'cão'}, {'tag': 'Verbo', 'word': 'mordeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carteiro'}, {'tag': 'Verbo', 'word': 'brincando'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,TZfQp-BX1Z
2025-05-27 12:52:23.981000+00:00,5-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'João'}, {'tag': 'Verbo', 'word': 'chegou'}, {'tag': 'Advérbio', 'word': 'cedo'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,isWVctUU6k
2025-05-27 12:52:26.195000+00:00,9-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ela'}, {'tag': 'Advérbio', 'word': 'só'}, {'tag': 'Verbo', 'word': 'queria'}, {'tag': 'Verbo', 'word': 'ajudar'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'embora'}, {'tag': 'Pronome', 'word': 'ninguém'}, {'tag': 'Verbo Auxiliar', 'word': 'tenha'}, {'tag': 'Verbo', 'word': 'entendido'}, {'tag': 'Substantivo', 'word': 'direito'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,KeEqUDcI-P
2025-05-27 12:52:37.542000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'menina'}, {'tag': 'Verbo', 'word': 'leu'}, {'tag': 'Artigo', 'word': 'um'}, {'tag': 'Substantivo', 'word': 'livro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,lWbo4-qfl-
2025-05-27 12:53:12.318000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'motorista'}, {'tag': 'Verbo', 'word': 'parou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'carro'}, {'tag': 'Advérbio', 'word': 'perto'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'praça'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,0X2gkzunMt
2025-05-27 12:53:15.308000+00:00,9-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Verbo', 'word': 'acredito'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'ela'}, {'tag': 'Verbo Auxiliar', 'word': 'tenha'}, {'tag': 'Verbo', 'word': 'conseguido'}, {'tag': 'Verbo', 'word': 'terminar'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'trabalho'}, {'tag': 'Advérbio', 'word': 'tão'}, {'tag': 'Adjetivo', 'word': 'rápido'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,CBG8FaDuF6
2025-05-27 12:53:40.416000+00:00,9-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Maria'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo', 'word': 'gostou'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'filme'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,6yNE-QwLe9
2025-05-27 12:53:50.124000+00:00,9-ensino-fundamental,"[{'tag': 'Verbo Auxiliar', 'word': 'Vou'}, {'tag': 'Verbo', 'word': 'esperar'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Conjunção Subordinativa', 'word': 'até'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Verbo', 'word': 'volte'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,g44mRiafi9
2025-05-27 12:54:05.751000+00:00,4-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Marcos'}, {'tag': 'Verbo', 'word': 'levou'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mãe'}, {'tag': 'Adjetivo', 'word': 'cansado'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ZwICcPTWXt
2025-05-27 12:54:14.345000+00:00,9-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ei'}, {'tag': 'Pontuação', 'word': '!'}, {'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Verbo', 'word': 'esqueceu'}, {'tag': 'Artigo', 'word': 'seu'}, {'tag': 'Substantivo', 'word': 'casaco'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,tWd7qxfjt4
2025-05-27 12:54:14.546000+00:00,9-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ah'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'se'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'soubesse'}, {'tag': 'Preposição+Pronome', 'word': 'disso'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo Auxiliar', 'word': 'teria'}, {'tag': 'Verbo', 'word': 'feito'}, {'tag': 'Pronome', 'word': 'tudo'}, {'tag': 'Adjetivo', 'word': 'diferente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,XJSQlxYgJR
2025-05-27 12:54:25.431000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'água'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'rio'}, {'tag': 'Verbo', 'word': 'subiu'}, {'tag': 'Advérbio', 'word': 'rapidamente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,_Nwyqb1jv8
2025-05-27 19:49:18.272000+00:00,6-ensino-fundamental,"[{'tag': 'Preposição', 'word': 'Por'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'avisou'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Verbo', 'word': 'sair'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,dD6Jb-tdAJ
2025-05-27 19:49:30.268000+00:00,6-ensino-fundamental,"[{'tag': 'Conjunção Subordinativa', 'word': 'Embora'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'projeto'}, {'tag': 'Verbo Auxiliar', 'word': 'tenha'}, {'tag': 'Verbo Auxiliar', 'word': 'sido'}, {'tag': 'Verbo', 'word': 'aprovado'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'muitos'}, {'tag': 'Verbo', 'word': 'questionaram'}, {'tag': 'Artigo', 'word': 'sua'}, {'tag': 'Substantivo', 'word': 'viabilidade'}, {'tag': 'Adjetivo', 'word': 'econômica'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,SuYeud1ugs
2025-05-27 19:51:29.700000+00:00,6-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'trouxe'}, {'tag': 'Substantivo', 'word': 'flores'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'professora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,KsInp4YbUn
2025-05-27 21:04:23.730000+00:00,4-ensino-fundamental,"[{'tag': 'Verbo Auxiliar', 'word': 'Vou'}, {'tag': 'Verbo', 'word': 'esperar'}, {'tag': 'Advérbio', 'word': 'aqui'}, {'tag': 'Conjunção Subordinativa', 'word': 'até'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Pronome', 'word': 'você'}, {'tag': 'Verbo', 'word': 'volte'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,X4Lcu1xuL8
2025-05-27 22:02:25.005000+00:00,7-ensino-fundamental,"[{'tag': 'Interjeição', 'word': 'Ah'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Conjunção Subordinativa', 'word': 'se'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'soubesse'}, {'tag': 'Preposição+Pronome', 'word': 'disso'}, {'tag': 'Advérbio', 'word': 'antes'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo Auxiliar', 'word': 'teria'}, {'tag': 'Verbo', 'word': 'feito'}, {'tag': 'Pronome', 'word': 'tudo'}, {'tag': 'Adjetivo', 'word': 'diferente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,d96HGXugSs
2025-05-28 16:06:19.529000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'música'}, {'tag': 'Verbo', 'word': 'tocava'}, {'tag': 'Advérbio', 'word': 'enquanto'}, {'tag': 'Pronome', 'word': 'ela'}, {'tag': 'Verbo', 'word': 'estudava'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ZyZQ2uxUx7
2025-05-28 16:06:27.610000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'relógio'}, {'tag': 'Verbo', 'word': 'parou'}, {'tag': 'Preposição', 'word': 'sem'}, {'tag': 'Substantivo', 'word': 'motivo'}, {'tag': 'Adjetivo', 'word': 'aparente'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Y9BROEENaq
2025-05-28 16:06:58.778000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'Meu'}, {'tag': 'Substantivo', 'word': 'irmão'}, {'tag': 'Advérbio', 'word': 'mais'}, {'tag': 'Adjetivo', 'word': 'novo'}, {'tag': 'Verbo', 'word': 'adora'}, {'tag': 'Substantivo', 'word': 'dinossauros'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,1F61mzeAfO
2025-05-28 17:06:22.945000+00:00,6-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'banco'}, {'tag': 'Verbo de Ligação', 'word': 'estava'}, {'tag': 'Adjetivo', 'word': 'fechado'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'domingo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Jh1538yCDy
2025-05-28 17:18:28.757000+00:00,7-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ufa'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo', 'word': 'achei'}, {'tag': 'Conjunção Subordinativa', 'word': 'que'}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo de Ligação', 'word': 'fosse'}, {'tag': 'Verbo', 'word': 'chegar'}, {'tag': 'Preposição', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'tempo'}, {'tag': 'Pontuação', 'word': '!'}]",new-session,XS0u97aOH1
2025-05-28 17:49:12.851000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Ana'}, {'tag': 'Verbo', 'word': 'comeu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'bolo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Dltz0eWwOf
2025-05-28 17:49:17.286000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Maria'}, {'tag': 'Verbo Auxiliar', 'word': 'está'}, {'tag': 'Verbo', 'word': 'estudando'}, {'tag': 'Preposição', 'word': 'para'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'prova'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,06grJWCxXz
2025-05-28 17:49:40.909000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'biblioteca'}, {'tag': 'Verbo', 'word': 'abre'}, {'tag': 'Preposição+Artigo', 'word': 'às'}, {'tag': 'Numeral', 'word': 'oito'}, {'tag': 'Preposição+Artigo', 'word': 'da'}, {'tag': 'Substantivo', 'word': 'manhã'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,HaF_JJGxJL
2025-05-28 17:56:17.199000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'lua'}, {'tag': 'Verbo de Ligação', 'word': 'estava'}, {'tag': 'Adjetivo', 'word': 'linda'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'céu'}, {'tag': 'Adjetivo', 'word': 'escuro'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Ov3-Aw5jgm
2025-05-28 17:57:18.159000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'apresentação'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'deveria'}, {'tag': 'Verbo', 'word': 'começar'}, {'tag': 'Preposição+Artigo', 'word': 'às'}, {'tag': 'Numeral', 'word': 'oito'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Verbo Auxiliar', 'word': 'foi'}, {'tag': 'Verbo', 'word': 'adiada'}, {'tag': 'Preposição', 'word': 'sem'}, {'tag': 'Adjetivo', 'word': 'maiores'}, {'tag': 'Substantivo', 'word': 'explicações'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,oW48leBaOS
2025-05-28 17:57:21.238000+00:00,8-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Mamãe'}, {'tag': 'Verbo', 'word': 'fez'}, {'tag': 'Substantivo', 'word': 'arroz'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Tasv6pq1qV
2025-05-28 17:57:30.397000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Verbo', 'word': 'vai'}, {'tag': 'Preposição+Artigo', 'word': 'à'}, {'tag': 'Substantivo', 'word': 'escola'}, {'tag': 'Advérbio', 'word': 'amanhã'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,HyoYfYIYGm
2025-05-28 17:57:39.378000+00:00,8-ensino-fundamental,"[{'tag': 'Advérbio', 'word': 'Não'}, {'tag': 'Pronome', 'word': 'me'}, {'tag': 'Verbo', 'word': 'lembro'}, {'tag': 'Pronome', 'word': 'onde'}, {'tag': 'Verbo', 'word': 'deixei'}, {'tag': 'Artigo', 'word': 'as'}, {'tag': 'Substantivo', 'word': 'chaves'}, {'tag': 'Preposição+Artigo', 'word': 'do'}, {'tag': 'Substantivo', 'word': 'carro'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,EWho5ztSQE
2025-05-28 17:58:23.458000+00:00,8-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ele'}, {'tag': 'Verbo', 'word': 'falou'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'diretora'}, {'tag': 'Adjetivo', 'word': 'nervoso'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,4JDk1-Mz85
2025-05-28 17:58:34.687000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'proposta'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'apesar'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Adjetivo', 'word': 'interessante'}, {'tag': 'Pontuação', 'word': ','}, {'tag': 'Advérbio', 'word': 'não'}, {'tag': 'Verbo Auxiliar', 'word': 'foi'}, {'tag': 'Verbo', 'word': 'aceita'}, {'tag': 'Preposição', 'word': 'por'}, {'tag': 'Substantivo', 'word': 'causa'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Substantivo', 'word': 'restrições'}, {'tag': 'Adjetivo', 'word': 'orçamentárias'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,SDmvo13uF-
2025-05-28 17:59:02.383000+00:00,9-ensino-fundamental,"[{'tag': 'Nome Próprio', 'word': 'Pedro'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mulher'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'bolsa'}, {'tag': 'Adjetivo', 'word': 'vermelha'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,ljadrSbGSd
2025-05-28 17:59:26.028000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'mãe'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'filho'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'binóculo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,sG5waJDrZM
2025-05-28 17:59:56.979000+00:00,9-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Ela'}, {'tag': 'Verbo', 'word': 'perguntou'}, {'tag': 'Conjunção Subordinativa', 'word': 'se'}, {'tag': 'Pronome', 'word': 'eu'}, {'tag': 'Verbo', 'word': 'queria'}, {'tag': 'Verbo', 'word': 'ir'}, {'tag': 'Preposição+Artigo', 'word': 'ao'}, {'tag': 'Substantivo', 'word': 'parque'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'domingo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,aFN8YGJzAI
2025-05-28 17:59:58.814000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'homem'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Pronome', 'word': 'ela'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Advérbio', 'word': 'ontem'}, {'tag': 'Preposição+Artigo', 'word': 'no'}, {'tag': 'Substantivo', 'word': 'museu'}, {'tag': 'Verbo de Ligação', 'word': 'é'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Pronome', 'word': 'mesmo'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'desapareceu'}, {'tag': 'Preposição+Artigo', 'word': 'na'}, {'tag': 'Substantivo', 'word': 'semana'}, {'tag': 'Adjetivo', 'word': 'passada'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,eFoYUCgYeP
2025-05-28 18:01:22.445000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'sol'}, {'tag': 'Verbo', 'word': 'brilha'}, {'tag': 'Adjetivo', 'word': 'forte'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Xm93YRomZi
2025-05-28 18:01:26.294000+00:00,6-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'O'}, {'tag': 'Substantivo', 'word': 'livro'}, {'tag': 'Verbo de Ligação', 'word': 'está'}, {'tag': 'Preposição', 'word': 'sobre'}, {'tag': 'Artigo', 'word': 'a'}, {'tag': 'Substantivo', 'word': 'mesa'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,fz4h2OU0-X
2025-05-28 18:01:34.358000+00:00,8-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'criança'}, {'tag': 'Verbo', 'word': 'viu'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'homem'}, {'tag': 'Preposição', 'word': 'com'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'binóculo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,Dr9UlSR11p
2025-05-28 18:01:44.235000+00:00,9-ensino-fundamental,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'palavra'}, {'tag': 'Adjetivo', 'word': 'certa'}, {'tag': 'Verbo', 'word': 'muda'}, {'tag': 'Pronome', 'word': 'tudo'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,a7uU-If7G9
2025-05-28 18:03:30.780000+00:00,3-ensino-medio,"[{'tag': 'Artigo', 'word': 'A'}, {'tag': 'Substantivo', 'word': 'moça'}, {'tag': 'Pronome', 'word': 'que'}, {'tag': 'Verbo', 'word': 'canta'}, {'tag': 'Verbo', 'word': 'chegou'}, {'tag': 'Advérbio', 'word': 'agora'}, {'tag': 'Pontuação', 'word': '.'}]",new-session,8fynrEUdg1
2025-05-28 18:04:36.693000+00:00,9-ensino-fundamental,"[{'tag': 'Pronome', 'word': 'Você'}, {'tag': 'Advérbio', 'word': 'já'}, {'tag': 'Verbo', 'word': 'terminou'}, {'tag': 'Artigo', 'word': 'o'}, {'tag': 'Substantivo', 'word': 'dever'}, {'tag': 'Preposição', 'word': 'de'}, {'tag': 'Substantivo', 'word': 'casa'}, {'tag': 'Pontuação', 'word': '?'}]",new-session,8OffniA_Zj
